gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic
14,Lacking adequate non-generator asset /system capacity,80,66,Electrical Energy Storage,75,9,Wind Turbine Generators,250000.00,600000.00,"Wind-integrated battery storage as supplemental capacity. Includes batteries, inverters, and controls for peak shaving and backup."
14,Lacking adequate non-generator asset /system capacity,80,27,Cooling Capacity for Critical Loads,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
14,Lacking adequate non-generator asset /system capacity,80,28,Heating Capacity for Critical Loads,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
15,Lacking or no access of adequate metering or submetering systems,85,46,Building Systems Monitoring,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
15,Lacking or no access of adequate metering or submetering systems,95,65,Submetering on Power Systems,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
15,Lacking or no access of adequate metering or submetering systems,90,155,Submetering on Water Systems,95,21,Water System Management & Monitoring,12500.00,40000.00,"Primarily building-specific work (sealing, barriers, equipment elevation). Increased range reflects retrofit complexity and potential need for more substantial measures in aging buildings. Highly site"
16,Lacking or no access to adequate building systems assets / systems,85,47,Energy Management and Control Systems (EMCS),85,12,Microgrid,125000.00,350000.00,"Building-level energy management systems that integrate with microgrid. Includes controllers, sensors, software, and integration with existing systems."
16,Lacking or no access to adequate building systems assets / systems,85,46,Building Systems Monitoring,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
16,Lacking or no access to adequate building systems assets / systems,80,56,HVAC Performance Upgrades,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
16,Lacking or no access to adequate building systems assets / systems,80,25,Simplified HVAC Systems (Reduced Component Failure),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
16,Lacking or no access to adequate building systems assets / systems,85,59,System Recommissioning and Rebalancing,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
17,Asset is aged / lacking adequate performance,85,111,Adequate Electrical Circuit Condition,90,14,Power Quality,150000.00,400000.00,"Upgrades to electrical circuits with power quality focus. Includes rewiring, filtering, and monitoring equipment."
17,Asset is aged / lacking adequate performance,85,114,Adequate Electrical Distribution Condition,85,14,Power Quality,250000.00,650000.00,"Distribution system upgrades with power quality features. Includes conditioners, regulators, and monitoring."
17,Asset is aged / lacking adequate performance,85,123,Adequate Electrical Transmission Condition,85,14,Power Quality,400000.00,1000000.00,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring."
17,Asset is aged / lacking adequate performance,85,114,Adequate Electrical Distribution Condition,85,7,Substations,350000.00,900000.00,"Upgrades to aged distribution equipment at substation serving building. Includes switches, transformers, and protection equipment."
17,Asset is aged / lacking adequate performance,85,123,Adequate Electrical Transmission Condition,85,7,Substations,600000.00,1500000.00,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment."
17,Asset is aged / lacking adequate performance,90,60,Energy Retrofit Projects,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
17,Asset is aged / lacking adequate performance,85,56,HVAC Performance Upgrades,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
17,Asset is aged / lacking adequate performance,85,57,Lighting Performance Upgrades,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
17,Asset is aged / lacking adequate performance,90,59,System Recommissioning and Rebalancing,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
18,Lacking or no access to adequate energy management / protocol / personnel / training,90,47,Energy Management and Control Systems (EMCS),85,12,Microgrid,150000.00,400000.00,"Comprehensive EMCS with additional focus on protocols and training. Includes hardware, software, documentation, and staff training programs."
18,Lacking or no access to adequate energy management / protocol / personnel / training,80,49,Priority Load-Shedding Protocol,90,12,Microgrid,75000.00,200000.00,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls."
18,Lacking or no access to adequate energy management / protocol / personnel / training,95,61,Energy Management Protocol,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
18,Lacking or no access to adequate energy management / protocol / personnel / training,95,53,Energy Management System Personnel,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
18,Lacking or no access to adequate energy management / protocol / personnel / training,85,90,Personnel Training to Achieve Redundant Expertise,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
18,Lacking or no access to adequate energy management / protocol / personnel / training,75,58,Plug Load Management,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
19,Lacking or no access to preventative maintenance / personnel / training / protocol,90,86,"Operations, Maintenance, and Testing (OM&T) Protocol",95,11,Generator Reliability,75000.00,200000.00,"Comprehensive OM&T protocol development for generator systems. Includes documentation, training programs, and scheduled maintenance."
19,Lacking or no access to preventative maintenance / personnel / training / protocol,85,87,UPS Maintenance and Testing Protocol,100,11,Generator Reliability,40000.00,100000.00,"Development of UPS-specific maintenance and testing protocols. Includes documentation, training, and testing schedules."
19,Lacking or no access to preventative maintenance / personnel / training / protocol,90,90,Personnel Training to Achieve Redundant Expertise,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
19,Lacking or no access to preventative maintenance / personnel / training / protocol,95,82,Preventative Maintenance for Heating and Cooling Equipment,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
19,Lacking or no access to preventative maintenance / personnel / training / protocol,95,84,Preventative Maintenance for Power Systems,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
19,Lacking or no access to preventative maintenance / personnel / training / protocol,95,85,Preventative Maintenance for Water Systems,100,21,Water System Management & Monitoring,8833.3333,27500.00,"Allocated cost per building for developing system-wide PM program, documentation, initial training setup. Assumes central development cost spread over ~135 participating buildings. Higher end includes"
20,Lacking or no access to parts / replacement assets,95,95,Critical Spares and Obsolescence Prevention,85,11,Generator Reliability,60000.00,175000.00,Procurement of critical spare parts inventory for generators and UPS systems. Includes storage facilities and inventory management.
20,Lacking or no access to parts / replacement assets,75,110,Exceptions to Allow Single-Source Procurement,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
20,Lacking or no access to parts / replacement assets,90,96,Standardization of Replacement Parts,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
21,Lacking adequate primary or backup supply procurement,85,19,Backup Generator Refueling Logistics,80,10,Combustion Turbines (CT),150000.00,350000.00,"Development of robust fuel procurement systems with multiple suppliers, contracts, delivery arrangements, and tracking."
21,Lacking adequate primary or backup supply procurement,80,67,Fuel Storage Capacity,85,10,Combustion Turbines (CT),175000.00,450000.00,"Enhanced fuel storage with secondary containment, redundant systems, and advanced monitoring for CT operations during extended periods."
21,Lacking adequate primary or backup supply procurement,80,14,Priority Generator Fueling Protocol,80,10,Combustion Turbines (CT),100000.00,250000.00,Development of comprehensive fuel procurement and priority protocols including emergency arrangements with multiple suppliers.
21,Lacking adequate primary or backup supply procurement,80,67,Fuel Storage Capacity,80,5,Fuel Cells,100000.00,250000.00,"Similar to above but includes redundant delivery systems, contracts, and larger storage capacity for 7-14 days."
21,Lacking adequate primary or backup supply procurement,85,19,Backup Generator Refueling Logistics,85,11,Generator Reliability,100000.00,250000.00,Enhanced fuel procurement systems with multiple suppliers and delivery arrangements. Includes emergency contracts and tracking.
21,Lacking adequate primary or backup supply procurement,85,95,Critical Spares and Obsolescence Prevention,85,11,Generator Reliability,70000.00,200000.00,Expanded critical spares inventory with focus on supply chain resilience. Includes parts forecasting and vendor management.
21,Lacking adequate primary or backup supply procurement,80,14,Priority Generator Fueling Protocol,85,11,Generator Reliability,65000.00,175000.00,Development of comprehensive fuel procurement protocols with multiple suppliers. Includes emergency arrangements and priority agreements.
21,Lacking adequate primary or backup supply procurement,80,67,Fuel Storage Capacity,85,6,Hydrogen Production,600000.00,1500000.00,"Building-specific hydrogen storage with focus on procurement. Includes larger storage capacity (7-14 days), contracts with multiple suppliers, and enhanced monitoring."
21,Lacking adequate primary or backup supply procurement,85,19,Backup Generator Refueling Logistics,80,2,Reciprocating Internal Combustion Engines (RICE),100000.00,250000.00,Enhanced fuel procurement for RICE generators. Includes multiple supplier contracts and delivery arrangements.
21,Lacking adequate primary or backup supply procurement,80,67,Fuel Storage Capacity,85,2,Reciprocating Internal Combustion Engines (RICE),150000.00,400000.00,"Enhanced fuel storage for RICE generators. Includes larger capacity, monitoring, and redundant delivery systems."
21,Lacking adequate primary or backup supply procurement,80,14,Priority Generator Fueling Protocol,80,2,Reciprocating Internal Combustion Engines (RICE),75000.00,200000.00,Comprehensive fuel procurement protocols for RICE generators. Includes emergency arrangements with multiple suppliers.
21,Lacking adequate primary or backup supply procurement,80,110,Exceptions to Allow Single-Source Procurement,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
21,Lacking adequate primary or backup supply procurement,95,107,Fuel Procurement Contracts,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
22,Lacking emergency operations protocol / logistics / alerts / comms,75,14,Priority Generator Fueling Protocol,80,10,Combustion Turbines (CT),80000.00,225000.00,Development of emergency operations and communications systems for CT fueling and operations during extended emergencies.
22,Lacking emergency operations protocol / logistics / alerts / comms,75,14,Priority Generator Fueling Protocol,85,11,Generator Reliability,70000.00,180000.00,Enhanced emergency operations protocols specifically for generator fuel management. Includes communications systems and staff training.
22,Lacking emergency operations protocol / logistics / alerts / comms,85,49,Priority Load-Shedding Protocol,90,12,Microgrid,100000.00,250000.00,"Enhanced load shedding with emergency operations focus. Includes communications systems, alerts, training, and automated controls."
22,Lacking emergency operations protocol / logistics / alerts / comms,75,14,Priority Generator Fueling Protocol,80,2,Reciprocating Internal Combustion Engines (RICE),65000.00,175000.00,"Enhanced emergency protocols for RICE generator fueling. Includes communications, alerts, and emergency procedures."
22,Lacking emergency operations protocol / logistics / alerts / comms,95,50,Centralized Emergency Operations Center (EOC),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
22,Lacking emergency operations protocol / logistics / alerts / comms,90,100,Defined Repair and Recovery Communication Protocols,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
22,Lacking emergency operations protocol / logistics / alerts / comms,85,97,Graceful or Phased Shutdown Procedures,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
22,Lacking emergency operations protocol / logistics / alerts / comms,80,153,Prioritized Emergency Water Allocation Protocol,100,17,Emergency Water Systems,5833.3333,17333.3333,"Similar to Gap 19, potentially broader scope. Allocated cost per building for framework development, documentation, initial training, potential CMMS integration setup, spread over ~135 participating b"
22,Lacking emergency operations protocol / logistics / alerts / comms,90,103,Remote Alerts for Critical Infrastructure Assets,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
22,Lacking emergency operations protocol / logistics / alerts / comms,85,104,Repair and EOC Shift Alignment and Coordination,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
23,Lacking or no access to adequate graceful shutdown procedure,95,97,Graceful or Phased Shutdown Procedures,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
24,Lacking or no access to Water Intrusion / Flood Risk Mitigation,75,156,Water Distribution Hardening Strategies,85,22,Water System Resilience Infrastructure,24166.6667,100000.00,"Primarily administrative/legal setup cost for collaboration, allocated per building (~135). Low direct CAPEX impact per building."
24,Lacking or no access to Water Intrusion / Flood Risk Mitigation,95,29,Water Intrusion and Flood Risk Mitigation,90,22,Water System Resilience Infrastructure,24166.6667,100000.00,"Cost per building for physical connection retrofit to an alternate wastewater main. Increased range due to retrofit complexity, aging infrastructure tie-ins, unknown underground conditions, potentiall"
25,Lacking vulnerability / resiliency / adequacy assessment,95,105,Power and Fuel Line Vulnerability/Resiliency Assessment,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
25,Lacking vulnerability / resiliency / adequacy assessment,65,25,Simplified HVAC Systems (Reduced Component Failure),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
25,Lacking vulnerability / resiliency / adequacy assessment,95,157,Water Vulnerability/Resiliency Assessment,95,21,Water System Management & Monitoring,9250.00,23166.6667,Same logic as Gap 36/Strategy 88. Cost per building for the physical wastewater connection retrofit.
26,Lacking alternative to AFI Critical Facility Mandate,95,109,Alternate to Air Force Instruction (AFI) Critical Facility Mandate,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
27,Lacking adequate water conservation measures,95,140,Low-Flow Plumbing Fixtures,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
27,Lacking adequate water conservation measures,85,143,Non-potable Water Supply Connection for Cooling Equipment,100,19,Water Conservation & Alternative Supply,14000.00,60000.00,Same logic as Gap 32/Strategy 139. Allocated cost per building for SCADA implementation.
27,Lacking adequate water conservation measures,95,141,Water Conservation Measures,100,19,Water Conservation & Alternative Supply,14000.00,60000.00,"Allocated cost per building (~135 participating). Includes building node hardware (RTU/PLC, sensors), integration, network tie-in, and allocated share of central SCADA system (servers, software, netwo"
28,Lacking or no access to adequate cybersecurity system / protocol,95,51,Communications Network Encryption,95,8,Industrial Control Systems (ICS) Cybersecurity,75000.00,200000.00,"Implementation of encryption for building control networks. Includes encryption hardware/software, key management systems, and integration with existing networks. Costs vary based on system complexity."
28,Lacking or no access to adequate cybersecurity system / protocol,90,48,Isolated Communications Strands / Zones,95,8,Industrial Control Systems (ICS) Cybersecurity,100000.00,250000.00,"Network segmentation and isolation implementation. Includes firewalls, VLANs, physical separation of networks, and security monitoring systems."
28,Lacking or no access to adequate cybersecurity system / protocol,95,98,Standardized Cybersecurity Authorization Protocol,100,8,Industrial Control Systems (ICS) Cybersecurity,80000.00,220000.00,"Implementation of robust authentication and authorization protocols. Includes identity management systems, access control, and policy enforcement technology."
28,Lacking or no access to adequate cybersecurity system / protocol,95,51,Communications Network Encryption,80,12,Microgrid,125000.00,300000.00,Implementation of encrypted communications for microgrid control systems. Includes encryption hardware/software and security monitoring.
28,Lacking or no access to adequate cybersecurity system / protocol,90,48,Isolated Communications Strands / Zones,80,12,Microgrid,150000.00,350000.00,"Network segmentation and isolation for microgrid systems. Includes firewalls, secure gateways, monitoring, and physical isolation where needed."
28,Lacking or no access to adequate cybersecurity system / protocol,90,48,Isolated Communications Strands / Zones,70,14,Power Quality,125000.00,300000.00,Implementation of isolated communications with power quality monitoring capabilities. Includes secure monitoring systems.
29,Lacking or no access to adequate policy / legal /code documentation or requirements,75,98,Standardized Cybersecurity Authorization Protocol,100,8,Industrial Control Systems (ICS) Cybersecurity,60000.00,180000.00,"Development of cybersecurity policies, procedures, and compliance documentation. Includes risk assessment, compliance monitoring, and staff training."
29,Lacking or no access to adequate policy / legal /code documentation or requirements,80,109,Alternate to Air Force Instruction (AFI) Critical Facility Mandate,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
29,Lacking or no access to adequate policy / legal /code documentation or requirements,85,161,Base Water Rights Documentation,100,20,Water Resource Planning & Management,7833.3333,21333.3333,"Same logic as Gap 32/47 for Strategy 139, but higher range reflects the added complexity and cost of integrating multiple existing, potentially legacy control systems at the building level into the ne"
30,Lacking or no access to backup/alternate water systems / assets,90,142,Alternate Water Supply Connection for Cooling Equipment,85,19,Water Conservation & Alternative Supply,38333.3333,120000.00,"Allocated SCADA cost per building (as per Gap 32/Strat 139 logic), assuming SCADA is used to monitor/control the alternate wastewater connection points. Physical connection cost is separate (see Strat"
30,Lacking or no access to backup/alternate water systems / assets,95,144,Backup Water Supply,85,17,Emergency Water Systems,38333.3333,120000.00,"Assuming this means retrofitting existing fixtures with water-saving ones. If it means adding plumbing where none exists, cost is drastically higher ("
30,Lacking or no access to backup/alternate water systems / assets,85,143,Non-potable Water Supply Connection for Cooling Equipment,95,19,Water Conservation & Alternative Supply,38333.3333,120000.00,"Building-specific retrofit cost. Low: Simple fixture replacements. High: Complex process water reuse, rainwater harvesting, significant plumbing modifications in existing building. Increased range vs "
30,Lacking or no access to backup/alternate water systems / assets,90,166,Off-site Domestic Water Connection,95,18,Redundant Water Infrastructure,38333.3333,120000.00,"Similar to Strat 142, but using non-potable source. Higher range due to potential need for specific piping, more complex backflow prevention, point-of-use treatment, dual plumbing retrofits."
30,Lacking or no access to backup/alternate water systems / assets,90,145,Redundant/Looped Water Line,90,18,Redundant Water Infrastructure,38333.3333,120000.00,"Cost per building to retrofit cooling system connection to an alternate existing source. Increased range reflects retrofit complexity, tie-ins to aging systems."
30,Lacking or no access to backup/alternate water systems / assets,90,159,Redundant/Looped Water Main,90,18,Redundant Water Infrastructure,38333.3333,120000.00,Same logic as Gap 30/Strategy 142. Cost per building for physical connection retrofit.
30,Lacking or no access to backup/alternate water systems / assets,85,163,Reverse Osmosis Processing Unit (ROPU),NULL,NULL,No Relevant Matches,NULL,NULL,NULL
31,Lacking or no access to Dual-Fuel asset / system,85,23,Alternate Heat Generation,95,16,Combined Heat and Power (CHP),550000.00,1200000.00,"Dual-fuel capable CHP system that can operate on natural gas and alternate fuel (e.g., propane or biogas). Includes fuel switching equipment and storage."
31,Lacking or no access to Dual-Fuel asset / system,95,1,Backup Power Conversion to Dual-fuel,90,10,Combustion Turbines (CT),225000.00,500000.00,"Conversion or replacement of existing system with dual-fuel CT. Includes fuel storage, switching equipment, and controls."
31,Lacking or no access to Dual-Fuel asset / system,95,12,Centralized Dual-fuel Backup Power,90,10,Combustion Turbines (CT),750000.00,1600000.00,"Implementation of new centralized dual-fuel CT system. Includes multiple fuel systems, storage, and distribution infrastructure."
31,Lacking or no access to Dual-Fuel asset / system,85,23,Alternate Heat Generation,75,5,Fuel Cells,200000.00,450000.00,CHP (Combined Heat and Power) fuel cell system with dual-fuel capability and heat recovery systems sized for building thermal needs.
31,Lacking or no access to Dual-Fuel asset / system,85,23,Alternate Heat Generation,65,1,Geothermal,500000.00,1300000.00,"Geothermal heating as alternate heat source with integration to existing systems. Includes ground loops, heat pumps, and controls for system switching. Higher costs for deeper wells or challenging geology."
31,Lacking or no access to Dual-Fuel asset / system,85,23,Alternate Heat Generation,85,13,Nuclear Generators,2300000.00,6500000.00,Building's share of SMR providing alternative heat generation. Includes specialized thermal distribution systems and controls.
31,Lacking or no access to Dual-Fuel asset / system,95,1,Backup Power Conversion to Dual-fuel,95,2,Reciprocating Internal Combustion Engines (RICE),200000.00,450000.00,Conversion of existing system to dual-fuel RICE generator. Includes fuel switching equipment and controls.
31,Lacking or no access to Dual-Fuel asset / system,95,12,Centralized Dual-fuel Backup Power,95,2,Reciprocating Internal Combustion Engines (RICE),650000.00,1400000.00,Implementation of new centralized dual-fuel RICE generator. Includes multiple fuel systems and distribution.
32,Lacking or no access to remote controls / operations,95,52,Installation-wide SCADA System (Energy),90,8,Industrial Control Systems (ICS) Cybersecurity,150000.00,400000.00,"Implementation of secure SCADA system for energy management. Includes secure remote access, monitoring, and control with cybersecurity protections."
32,Lacking or no access to remote controls / operations,90,139,Installation-wide SCADA System (Wastewater),95,21,Water System Management & Monitoring,38333.3333,125000.00,Same logic as Gap 27/Strategy 143. Cost per building for non-potable cooling connection retrofit.
32,Lacking or no access to remote controls / operations,90,154,Installation-wide SCADA System (Water),95,21,Water System Management & Monitoring,38333.3333,125000.00,Same logic as Gap 27/30 for Strategy 143. Cost per building for non-potable cooling connection retrofit.
32,Lacking or no access to remote controls / operations,90,47,Energy Management and Control Systems (EMCS),85,12,Microgrid,175000.00,450000.00,"EMCS with secure remote access capabilities for microgrid operations. Includes secure communications, authentication, and control interfaces."
32,Lacking or no access to remote controls / operations,95,52,Installation-wide SCADA System (Energy),85,12,Microgrid,200000.00,500000.00,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities."
32,Lacking or no access to remote controls / operations,95,132,Remote Substation Controls / Operations,100,7,Substations,200000.00,500000.00,"Implementation of remote control systems for substations. Includes SCADA equipment, communications, and control hardware/software."
32,Lacking or no access to remote controls / operations,95,122,Remote Substation Monitoring and Controls,100,7,Substations,250000.00,600000.00,"Enhanced remote monitoring and control systems. Includes sensors, communications equipment, and management software."
32,Lacking or no access to remote controls / operations,85,103,Remote Alerts for Critical Infrastructure Assets,NULL,NULL,No Relevant Matches,NULL,NULL,NULL
33,Requires Microgrid solution,95,116,District Microgrid,95,15,Battery Energy Storage Systems (BESS),800000.00,2000000.00,Building's share of district microgrid with centralized BESS (costs shared among multiple buildings). Includes controls and grid-forming inverters.
33,Requires Microgrid solution,95,127,Installation Microgrid,95,15,Battery Energy Storage Systems (BESS),500000.00,1200000.00,"Complete building microgrid with BESS as core component. Includes energy management system, islanding capability, and grid integration."
33,Requires Microgrid solution,95,116,District Microgrid,85,16,Combined Heat and Power (CHP),1200000.00,3500000.00,Building's share of district CHP microgrid (costs shared among multiple buildings). Includes thermal and electrical distribution infrastructure.
33,Requires Microgrid solution,95,127,Installation Microgrid,85,16,Combined Heat and Power (CHP),800000.00,1800000.00,"Complete building microgrid with CHP as primary generation. Includes controls, energy management system, islanding capability, and thermal integration."
33,Requires Microgrid solution,95,116,District Microgrid,85,10,Combustion Turbines (CT),1100000.00,3200000.00,Building's share of district microgrid with CT generation (costs shared among multiple buildings). Includes distribution infrastructure.
33,Requires Microgrid solution,95,127,Installation Microgrid,85,10,Combustion Turbines (CT),750000.00,1700000.00,"Complete building microgrid with CT as primary generation. Includes controls, energy management system, and islanding capability."
33,Requires Microgrid solution,95,116,District Microgrid,85,5,Fuel Cells,1000000.00,3000000.00,"Building's share of district microgrid with fuel cells as primary generation (costs shared among multiple buildings, higher end for fewer buildings in district)."
33,Requires Microgrid solution,95,127,Installation Microgrid,85,5,Fuel Cells,600000.00,1500000.00,"Complete single-building microgrid with fuel cells, controls, energy management system, and electrical infrastructure upgrades."
33,Requires Microgrid solution,95,116,District Microgrid,75,1,Geothermal,850000.00,2500000.00,Building's share of district geothermal microgrid (costs shared among multiple buildings). Includes electrical generation component (if applicable) and thermal distribution infrastructure.
33,Requires Microgrid solution,95,127,Installation Microgrid,75,1,Geothermal,600000.00,1600000.00,"Building-specific geothermal microgrid. Includes ground loops, heat pumps, potential electricity generation, controls, and integration with building systems."
33,Requires Microgrid solution,95,116,District Microgrid,75,6,Hydrogen Production,1500000.00,4000000.00,"Building's share of district hydrogen-based microgrid. Includes electrolyzers, storage, fuel cells, and distribution infrastructure. Costs shared among multiple buildings."
33,Requires Microgrid solution,95,127,Installation Microgrid,75,6,Hydrogen Production,1000000.00,2800000.00,"Building-specific hydrogen microgrid with production and storage. Includes electrolyzers, compression, storage, and fuel cells for generation."
33,Requires Microgrid solution,95,116,District Microgrid,75,8,Industrial Control Systems (ICS) Cybersecurity,200000.00,500000.00,"Building's share of cybersecurity infrastructure for district microgrid. Includes secure communications, access control, and threat monitoring."
33,Requires Microgrid solution,95,127,Installation Microgrid,75,8,Industrial Control Systems (ICS) Cybersecurity,150000.00,400000.00,"Cybersecurity systems for building-specific microgrid. Includes secure controllers, communications, and monitoring systems."
33,Requires Microgrid solution,95,116,District Microgrid,100,12,Microgrid,800000.00,2500000.00,"Building's share of district microgrid infrastructure. Includes generation, distribution, controls, and grid interconnection. Costs vary based on number of buildings in district."
33,Requires Microgrid solution,95,127,Installation Microgrid,100,12,Microgrid,500000.00,1500000.00,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities."
33,Requires Microgrid solution,95,116,District Microgrid,75,13,Nuclear Generators,3000000.00,8500000.00,"Building's share of district nuclear microgrid. Includes SMR generation, distribution infrastructure, and advanced controls."
33,Requires Microgrid solution,95,127,Installation Microgrid,75,13,Nuclear Generators,5000000.00,15000000.00,"Complete small-scale nuclear microgrid for single building. Includes micro-reactor technology, safety systems, and comprehensive controls."
33,Requires Microgrid solution,95,116,District Microgrid,80,2,Reciprocating Internal Combustion Engines (RICE),900000.00,2500000.00,Building's share of district microgrid with RICE generation. Includes distribution infrastructure and controls.
33,Requires Microgrid solution,95,127,Installation Microgrid,80,2,Reciprocating Internal Combustion Engines (RICE),600000.00,1400000.00,"Building-specific microgrid with RICE as primary generation. Includes controls, energy management, and islanding."
33,Requires Microgrid solution,95,116,District Microgrid,85,3,Solar Photovoltaic (PV),300000.00,750000.00,"Building's share of district solar microgrid (costs shared among buildings). Includes PV generation, storage, and controls with grid-tie capability."
33,Requires Microgrid solution,95,127,Installation Microgrid,85,3,Solar Photovoltaic (PV),450000.00,1100000.00,"Building-specific solar microgrid. Includes PV arrays, battery storage, controls, and grid-tie capability with islanding functionality."
33,Requires Microgrid solution,95,116,District Microgrid,85,9,Wind Turbine Generators,500000.00,1400000.00,"Building's share of district wind microgrid. Includes wind generation, storage, distribution infrastructure, and controls."
33,Requires Microgrid solution,95,127,Installation Microgrid,85,9,Wind Turbine Generators,700000.00,1800000.00,"Building-specific wind microgrid. Includes turbine(s), storage, controls, and grid-tie capability with islanding functionality."
34,Lacking access to alternate / renewable electrical power source,95,79,Access to Alternate/Renewable Generation during an Outage,90,15,Battery Energy Storage Systems (BESS),350000.00,700000.00,BESS paired with solar (solar costs included) for renewable backup during outages. Sized for critical loads for 10-20 hours depending on solar capacity.
34,Lacking access to alternate / renewable electrical power source,95,79,Access to Alternate/Renewable Generation during an Outage,90,5,Fuel Cells,300000.00,650000.00,"Fuel cell system with islanding capability and transfer switches, sized for critical and partial non-critical loads."
34,Lacking access to alternate / renewable electrical power source,95,73,Alternate/Renewable Energy Generation,90,5,Fuel Cells,400000.00,900000.00,"Biogas or hydrogen fuel cell system for clean generation, includes reformers and gas cleaning if using biogas sources."
34,Lacking access to alternate / renewable electrical power source,90,80,Alternate/Renewable Energy Generation (Off Site),85,5,Fuel Cells,200000.00,500000.00,"Share of offsite fuel cell installation plus infrastructure to connect to building, lower costs due to economies of scale."
34,Lacking access to alternate / renewable electrical power source,95,79,Access to Alternate/Renewable Generation during an Outage,90,1,Geothermal,550000.00,1400000.00,Geothermal system with electricity generation capability (binary cycle or direct steam) with islanding capability for outage operation.
34,Lacking access to alternate / renewable electrical power source,95,73,Alternate/Renewable Energy Generation,95,1,Geothermal,600000.00,1500000.00,"Dedicated geothermal electric generation system (where geology permits). Includes wells, generation equipment, and grid integration."
34,Lacking access to alternate / renewable electrical power source,90,80,Alternate/Renewable Energy Generation (Off Site),85,1,Geothermal,350000.00,900000.00,Share of offsite geothermal generation facility. Includes transmission infrastructure and interconnection. Lower costs due to economies of scale.
34,Lacking access to alternate / renewable electrical power source,95,79,Access to Alternate/Renewable Generation during an Outage,80,6,Hydrogen Production,900000.00,2300000.00,"Hydrogen production and fuel cell system sized for outage operation. Includes electrolyzers, storage, fuel cells, and islanding capability."
34,Lacking access to alternate / renewable electrical power source,95,73,Alternate/Renewable Energy Generation,80,6,Hydrogen Production,1100000.00,2800000.00,"Complete hydrogen production and generation system. Includes renewable power source (e.g., solar), electrolyzers, storage, and fuel cells for continuous generation."
34,Lacking access to alternate / renewable electrical power source,90,80,Alternate/Renewable Energy Generation (Off Site),75,6,Hydrogen Production,700000.00,1800000.00,Share of offsite hydrogen production facility. Includes pipeline or delivery infrastructure and onsite storage/utilization equipment.
34,Lacking access to alternate / renewable electrical power source,95,79,Access to Alternate/Renewable Generation during an Outage,95,12,Microgrid,350000.00,900000.00,"Integration of renewable generation with islanding capabilities within microgrid framework. Includes generation equipment, storage, and controls."
34,Lacking access to alternate / renewable electrical power source,95,73,Alternate/Renewable Energy Generation,80,13,Nuclear Generators,2800000.00,8000000.00,"Building's share of SMR as carbon-free generation source. Includes reactor, safety systems, and distribution infrastructure."
34,Lacking access to alternate / renewable electrical power source,90,80,Alternate/Renewable Energy Generation (Off Site),80,13,Nuclear Generators,1800000.00,5000000.00,Building's share of offsite SMR facility with transmission infrastructure. Lower costs due to economies of scale.
34,Lacking access to alternate / renewable electrical power source,95,79,Access to Alternate/Renewable Generation during an Outage,85,3,Solar Photovoltaic (PV),250000.00,600000.00,PV system with islanding capability and battery storage. Designed to operate during grid outages with critical load support.
