prelim_gap_id,prelim_gap_description,gap_library_id,gap_library_description,relevancy_score,IEP Entry ID,Mission,Mission or Installation Wide,Resource Category,Installation(s),Installation_Cd,Gap_Or_Opportunity?
898,No redundant electrical feed,64,Lacking substation interconnection/backfeed capabilities,85,DMN38,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
898,No redundant electrical feed,10,Lacking or requires upgrades to centralized asset / system,80,DMN38,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
898,No redundant electrical feed,14,Lacking adequate non-generator asset /system capacity,75,DMN38,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
903,No manual override for hangar doors,47,"Requirements are inadequately manual, automated / modernized system is needed",95,DMN54,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
903,No manual override for hangar doors,1,Lacking backup power,85,DMN54,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
903,No manual override for hangar doors,4,Generator requires adequate sizing / testing,80,DMN54,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
903,No manual override for hangar doors,10,Lacking or requires upgrades to centralized asset / system,75,DMN54,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
903,No manual override for hangar doors,14,Lacking adequate non-generator asset /system capacity,70,DMN54,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
904,No generator providing backup power to mission-critical facilities,1,Lacking backup power,95,DMN50,924th Fighter Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
904,No generator providing backup power to mission-critical facilities,4,Generator requires adequate sizing / testing,90,DMN50,924th Fighter Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
904,No generator providing backup power to mission-critical facilities,10,Lacking or requires upgrades to centralized asset / system,80,DMN50,924th Fighter Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
904,No generator providing backup power to mission-critical facilities,14,Lacking adequate non-generator asset /system capacity,75,DMN50,924th Fighter Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
904,No generator providing backup power to mission-critical facilities,26,Lacking alternative to AFI Critical Facility Mandate,70,DMN50,924th Fighter Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
905,No formal phased shutdown procedure in case of a power outage,23,Lacking or no access to adequate graceful shutdown procedure,95,DMN53,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
905,No formal phased shutdown procedure in case of a power outage,22,Lacking emergency operations protocol / logistics / alerts / comms,90,DMN53,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
905,No formal phased shutdown procedure in case of a power outage,18,Lacking or no access to adequate energy management / protocol / personnel / training,85,DMN53,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
905,No formal phased shutdown procedure in case of a power outage,19,Lacking or no access to preventative maintenance / personnel / training / protocol,75,DMN53,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
905,No formal phased shutdown procedure in case of a power outage,29,Lacking or no access to adequate policy / legal /code documentation or requirements,70,DMN53,162nd Fighter Wing Detachment Mission,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
906,No facility level UPS system or conditioned power system in place aside from server room,5,Lacking building-level UPS,95,DMN36,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
906,No facility level UPS system or conditioned power system in place aside from server room,6,Lacking UPS for critical equipment,90,DMN36,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
906,No facility level UPS system or conditioned power system in place aside from server room,10,Lacking or requires upgrades to centralized asset / system,85,DMN36,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
906,No facility level UPS system or conditioned power system in place aside from server room,45,Lacking┬á or no access to adequate power surge protection systems,80,DMN36,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
906,No facility level UPS system or conditioned power system in place aside from server room,1,Lacking backup power,75,DMN36,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
907,No backup power generators serving the facility,1,Lacking backup power,95,DMN72,Defense Logistics Agency,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
907,No backup power generators serving the facility,4,Generator requires adequate sizing / testing,90,DMN72,Defense Logistics Agency,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
907,No backup power generators serving the facility,10,Lacking or requires upgrades to centralized asset / system,80,DMN72,Defense Logistics Agency,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
907,No backup power generators serving the facility,14,Lacking adequate non-generator asset /system capacity,75,DMN72,Defense Logistics Agency,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
907,No backup power generators serving the facility,26,Lacking alternative to AFI Critical Facility Mandate,70,DMN72,Defense Logistics Agency,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
908,No backup power at maintenance hangars or administrative buildings,1,Lacking backup power,95,DMN44,309 AMARG,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
908,No backup power at maintenance hangars or administrative buildings,4,Generator requires adequate sizing / testing,90,DMN44,309 AMARG,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
908,No backup power at maintenance hangars or administrative buildings,10,Lacking or requires upgrades to centralized asset / system,80,DMN44,309 AMARG,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
908,No backup power at maintenance hangars or administrative buildings,14,Lacking adequate non-generator asset /system capacity,75,DMN44,309 AMARG,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
908,No backup power at maintenance hangars or administrative buildings,26,Lacking alternative to AFI Critical Facility Mandate,70,DMN44,309 AMARG,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
910,Mission experiences frequent power spikes and outages and the switch to generator power is not seamless,45,Lacking┬á or no access to adequate power surge protection systems,95,DMN37,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
910,Mission experiences frequent power spikes and outages and the switch to generator power is not seamless,17,Asset is aged / lacking adequate performance,90,DMN37,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
910,Mission experiences frequent power spikes and outages and the switch to generator power is not seamless,39,Lacking electrical transmission distribution/connection systems,85,DMN37,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
910,Mission experiences frequent power spikes and outages and the switch to generator power is not seamless,5,Lacking building-level UPS,80,DMN37,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
910,Mission experiences frequent power spikes and outages and the switch to generator power is not seamless,6,Lacking UPS for critical equipment,75,DMN37,214th Attack Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
911,Many facilities do not have generators providing backup power to mission-critical facilities.,1,Lacking backup power,95,DMN22,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
911,Many facilities do not have generators providing backup power to mission-critical facilities.,4,Generator requires adequate sizing / testing,90,DMN22,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
911,Many facilities do not have generators providing backup power to mission-critical facilities.,10,Lacking or requires upgrades to centralized asset / system,80,DMN22,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
911,Many facilities do not have generators providing backup power to mission-critical facilities.,14,Lacking adequate non-generator asset /system capacity,75,DMN22,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
911,Many facilities do not have generators providing backup power to mission-critical facilities.,26,Lacking alternative to AFI Critical Facility Mandate,70,DMN22,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
923,Generator only covers 25% of the facility loads,4,Generator requires adequate sizing / testing,95,DMN30,12th Air Force and 612th Air and Space Operations Center,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
923,Generator only covers 25% of the facility loads,14,Lacking adequate non-generator asset /system capacity,90,DMN30,12th Air Force and 612th Air and Space Operations Center,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
923,Generator only covers 25% of the facility loads,1,Lacking backup power,85,DMN30,12th Air Force and 612th Air and Space Operations Center,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
923,Generator only covers 25% of the facility loads,13,Asset / system requires standardization / optimization / simplification,80,DMN30,12th Air Force and 612th Air and Space Operations Center,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
923,Generator only covers 25% of the facility loads,10,Lacking or requires upgrades to centralized asset / system,75,DMN30,12th Air Force and 612th Air and Space Operations Center,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Opportunity
924,Generator is not acting as a true alternate power source due to its technical shortcomings.,17,Asset is aged / lacking adequate performance,95,DMN61,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
924,Generator is not acting as a true alternate power source due to its technical shortcomings.,4,Generator requires adequate sizing / testing,90,DMN61,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
924,Generator is not acting as a true alternate power source due to its technical shortcomings.,1,Lacking backup power,85,DMN61,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
924,Generator is not acting as a true alternate power source due to its technical shortcomings.,19,Lacking or no access to preventative maintenance / personnel / training / protocol,80,DMN61,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
924,Generator is not acting as a true alternate power source due to its technical shortcomings.,13,Asset / system requires standardization / optimization / simplification,75,DMN61,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
925,Generator does not cover all facility loads and is frequently off or under maintenance.,1,Lacking backup power,95,DMN60,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
925,Generator does not cover all facility loads and is frequently off or under maintenance.,4,Generator requires adequate sizing / testing,90,DMN60,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
925,Generator does not cover all facility loads and is frequently off or under maintenance.,17,Asset is aged / lacking adequate performance,85,DMN60,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
925,Generator does not cover all facility loads and is frequently off or under maintenance.,19,Lacking or no access to preventative maintenance / personnel / training / protocol,80,DMN60,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
925,Generator does not cover all facility loads and is frequently off or under maintenance.,14,Lacking adequate non-generator asset /system capacity,75,DMN60,610th Command and Control Squadron,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
926,Frequent power outages have been reported.,17,Asset is aged / lacking adequate performance,95,DMN23,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
926,Frequent power outages have been reported.,39,Lacking electrical transmission distribution/connection systems,90,DMN23,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
926,Frequent power outages have been reported.,10,Lacking or requires upgrades to centralized asset / system,85,DMN23,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
926,Frequent power outages have been reported.,45,Lacking┬á or no access to adequate power surge protection systems,80,DMN23,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
926,Frequent power outages have been reported.,56,Lacking comprehensive outage history tracking and analysis system,75,DMN23,355th Maintenance Group,0,Power,DAVIS MONTHAN AFB,FBNV,Resilience Gap
933,Many backup generators are approaching the end of useful life.,17,Asset is aged / lacking adequate performance,95,M1-G4,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
933,Many backup generators are approaching the end of useful life.,4,Generator requires adequate sizing / testing,90,M1-G4,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
933,Many backup generators are approaching the end of useful life.,1,Lacking backup power,85,M1-G4,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
933,Many backup generators are approaching the end of useful life.,20,Lacking or no access to parts / replacement assets,80,M1-G4,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
933,Many backup generators are approaching the end of useful life.,19,Lacking or no access to preventative maintenance / personnel / training / protocol,75,M1-G4,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
935,Lighting upgrades are needed at hangars.,16,Lacking or no access to adequate building systems assets / systems,95,M2-G5,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
935,Lighting upgrades are needed at hangars.,17,Asset is aged / lacking adequate performance,85,M2-G5,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
935,Lighting upgrades are needed at hangars.,13,Asset / system requires standardization / optimization / simplification,80,M2-G5,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
935,Lighting upgrades are needed at hangars.,14,Lacking adequate non-generator asset /system capacity,75,M2-G5,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
935,Lighting upgrades are needed at hangars.,34,Lacking access to alternate / renewable electrical power source,70,M2-G5,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
936,Lighting systems have not been upgraded in all mission set facilities.,16,Lacking or no access to adequate building systems assets / systems,95,M3-G1,622nd Civil Engineering Misison Set,Mission,Power,DOBBINS ARB,FGWB,NULL
936,Lighting systems have not been upgraded in all mission set facilities.,17,Asset is aged / lacking adequate performance,85,M3-G1,622nd Civil Engineering Misison Set,Mission,Power,DOBBINS ARB,FGWB,NULL
936,Lighting systems have not been upgraded in all mission set facilities.,13,Asset / system requires standardization / optimization / simplification,80,M3-G1,622nd Civil Engineering Misison Set,Mission,Power,DOBBINS ARB,FGWB,NULL
936,Lighting systems have not been upgraded in all mission set facilities.,14,Lacking adequate non-generator asset /system capacity,75,M3-G1,622nd Civil Engineering Misison Set,Mission,Power,DOBBINS ARB,FGWB,NULL
936,Lighting systems have not been upgraded in all mission set facilities.,34,Lacking access to alternate / renewable electrical power source,70,M3-G1,622nd Civil Engineering Misison Set,Mission,Power,DOBBINS ARB,FGWB,NULL
948,"In the event of power failure, hangar doors cannot be opened manually. The assistance that is required is subject to delays.",47,"Requirements are inadequately manual, automated / modernized system is needed",95,M6-G2,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
948,"In the event of power failure, hangar doors cannot be opened manually. The assistance that is required is subject to delays.",1,Lacking backup power,90,M6-G2,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
948,"In the event of power failure, hangar doors cannot be opened manually. The assistance that is required is subject to delays.",4,Generator requires adequate sizing / testing,85,M6-G2,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
948,"In the event of power failure, hangar doors cannot be opened manually. The assistance that is required is subject to delays.",22,Lacking emergency operations protocol / logistics / alerts / comms,80,M6-G2,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
948,"In the event of power failure, hangar doors cannot be opened manually. The assistance that is required is subject to delays.",10,Lacking or requires upgrades to centralized asset / system,75,M6-G2,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
960,Fuel pumps are not connected to a backup power source.,1,Lacking backup power,95,M6-G3,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
960,Fuel pumps are not connected to a backup power source.,4,Generator requires adequate sizing / testing,90,M6-G3,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
960,Fuel pumps are not connected to a backup power source.,10,Lacking or requires upgrades to centralized asset / system,85,M6-G3,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
960,Fuel pumps are not connected to a backup power source.,35,Lacking access to alternate non-electric fuel source,80,M6-G3,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
960,Fuel pumps are not connected to a backup power source.,12,Lacks adequate resupply/refueling protocol/logistics,75,M6-G3,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
968,Electrical circuitry in some facilities may be at capacity.,14,Lacking adequate non-generator asset /system capacity,95,M2-G4,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
968,Electrical circuitry in some facilities may be at capacity.,39,Lacking electrical transmission distribution/connection systems,90,M2-G4,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
968,Electrical circuitry in some facilities may be at capacity.,17,Asset is aged / lacking adequate performance,85,M2-G4,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
968,Electrical circuitry in some facilities may be at capacity.,10,Lacking or requires upgrades to centralized asset / system,80,M2-G4,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
968,Electrical circuitry in some facilities may be at capacity.,13,Asset / system requires standardization / optimization / simplification,75,M2-G4,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
973,Dedicated facility-level electrical circuits for critical loads are not in place at all facilities.,39,Lacking electrical transmission distribution/connection systems,95,G20,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
973,Dedicated facility-level electrical circuits for critical loads are not in place at all facilities.,14,Lacking adequate non-generator asset /system capacity,90,G20,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
973,Dedicated facility-level electrical circuits for critical loads are not in place at all facilities.,10,Lacking or requires upgrades to centralized asset / system,85,G20,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
973,Dedicated facility-level electrical circuits for critical loads are not in place at all facilities.,13,Asset / system requires standardization / optimization / simplification,80,G20,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
973,Dedicated facility-level electrical circuits for critical loads are not in place at all facilities.,17,Asset is aged / lacking adequate performance,75,G20,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
974,"Dedicated backup generators at installation gates are not authorized. Additionally, installation security cameras are not connected to backup power sources.",1,Lacking backup power,95,G2,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
974,"Dedicated backup generators at installation gates are not authorized. Additionally, installation security cameras are not connected to backup power sources.",29,Lacking or no access to adequate policy / legal /code documentation or requirements,90,G2,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
974,"Dedicated backup generators at installation gates are not authorized. Additionally, installation security cameras are not connected to backup power sources.",4,Generator requires adequate sizing / testing,85,G2,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
974,"Dedicated backup generators at installation gates are not authorized. Additionally, installation security cameras are not connected to backup power sources.",10,Lacking or requires upgrades to centralized asset / system,80,G2,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
974,"Dedicated backup generators at installation gates are not authorized. Additionally, installation security cameras are not connected to backup power sources.",55,Lacking adequate facility access control systems/protocols for emergency response,75,G2,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
984,A portion of the distribution line from the CNG Center substation to the West Maintenance Hangar is overhead.,39,Lacking electrical transmission distribution/connection systems,95,M2-G6,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
984,A portion of the distribution line from the CNG Center substation to the West Maintenance Hangar is overhead.,37,Lacking┬á or no access to┬á hardening / safety or security improvements,90,M2-G6,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
984,A portion of the distribution line from the CNG Center substation to the West Maintenance Hangar is overhead.,9,Climate/weather/temperature conditions limit system capability,85,M2-G6,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
984,A portion of the distribution line from the CNG Center substation to the West Maintenance Hangar is overhead.,17,Asset is aged / lacking adequate performance,80,M2-G6,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
984,A portion of the distribution line from the CNG Center substation to the West Maintenance Hangar is overhead.,10,Lacking or requires upgrades to centralized asset / system,75,M2-G6,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
986,Wires in the Aircraft Maintenance Hangar are corroded.,17,Asset is aged / lacking adequate performance,95,M2-G3,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
986,Wires in the Aircraft Maintenance Hangar are corroded.,39,Lacking electrical transmission distribution/connection systems,90,M2-G3,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
986,Wires in the Aircraft Maintenance Hangar are corroded.,9,Climate/weather/temperature conditions limit system capability,85,M2-G3,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
986,Wires in the Aircraft Maintenance Hangar are corroded.,20,Lacking or no access to parts / replacement assets,80,M2-G3,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
986,Wires in the Aircraft Maintenance Hangar are corroded.,19,Lacking or no access to preventative maintenance / personnel / training / protocol,75,M2-G3,Maintenance Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
992,"UPS batteries need replacement, especially at the ATCT.",5,Lacking building-level UPS,95,M1-G5,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
992,"UPS batteries need replacement, especially at the ATCT.",17,Asset is aged / lacking adequate performance,90,M1-G5,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
992,"UPS batteries need replacement, especially at the ATCT.",19,Lacking or no access to preventative maintenance / personnel / training / protocol,85,M1-G5,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
992,"UPS batteries need replacement, especially at the ATCT.",20,Lacking or no access to parts / replacement assets,80,M1-G5,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
992,"UPS batteries need replacement, especially at the ATCT.",7,UPS system not sized properly to endure outage periods,75,M1-G5,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
994,The radio facility lacks a UPS.,5,Lacking building-level UPS,95,M1-G2,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
994,The radio facility lacks a UPS.,6,Lacking UPS for critical equipment,90,M1-G2,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
994,The radio facility lacks a UPS.,1,Lacking backup power,85,M1-G2,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
994,The radio facility lacks a UPS.,10,Lacking or requires upgrades to centralized asset / system,80,M1-G2,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
994,The radio facility lacks a UPS.,7,UPS system not sized properly to endure outage periods,75,M1-G2,Operations Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
997,The permanent generator at the West Maintenance Hangar is aged and prone to failure.,17,Asset is aged / lacking adequate performance,95,M6-G1,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
997,The permanent generator at the West Maintenance Hangar is aged and prone to failure.,4,Generator requires adequate sizing / testing,90,M6-G1,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
997,The permanent generator at the West Maintenance Hangar is aged and prone to failure.,1,Lacking backup power,85,M6-G1,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
997,The permanent generator at the West Maintenance Hangar is aged and prone to failure.,19,Lacking or no access to preventative maintenance / personnel / training / protocol,80,M6-G1,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
997,The permanent generator at the West Maintenance Hangar is aged and prone to failure.,20,Lacking or no access to parts / replacement assets,75,M6-G1,Thomas Technical Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
998,The mission set facility is not connected to a backup power source; a permanent backup generator or a quick-connect for a portable generator is required.,1,Lacking backup power,95,M4-G1,Navy Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
998,The mission set facility is not connected to a backup power source; a permanent backup generator or a quick-connect for a portable generator is required.,4,Generator requires adequate sizing / testing,90,M4-G1,Navy Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
998,The mission set facility is not connected to a backup power source; a permanent backup generator or a quick-connect for a portable generator is required.,3,Lacking┬ágenerator quick-connect tie-in connection,85,M4-G1,Navy Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
998,The mission set facility is not connected to a backup power source; a permanent backup generator or a quick-connect for a portable generator is required.,2,Lacking┬á access to┬áportable backup power,80,M4-G1,Navy Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
998,The mission set facility is not connected to a backup power source; a permanent backup generator or a quick-connect for a portable generator is required.,10,Lacking or requires upgrades to centralized asset / system,75,M4-G1,Navy Mission Set,Mission,Power,DOBBINS ARB,FGWB,NULL
999,The majority of electrical distribution at Dobbins ARB are overhead lines that are not sufficiently hardened.,37,Lacking┬á or no access to┬á hardening / safety or security improvements,95,G21,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
999,The majority of electrical distribution at Dobbins ARB are overhead lines that are not sufficiently hardened.,39,Lacking electrical transmission distribution/connection systems,90,G21,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
999,The majority of electrical distribution at Dobbins ARB are overhead lines that are not sufficiently hardened.,9,Climate/weather/temperature conditions limit system capability,85,G21,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
999,The majority of electrical distribution at Dobbins ARB are overhead lines that are not sufficiently hardened.,17,Asset is aged / lacking adequate performance,80,G21,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
999,The majority of electrical distribution at Dobbins ARB are overhead lines that are not sufficiently hardened.,10,Lacking or requires upgrades to centralized asset / system,75,G21,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
1001,"The installation does not have portable generators. Several portable generators have been requested. Of those, two could be dedicated to the main gate and fueling station, and the remainder could be made available for use for other facilities.",2,Lacking┬á access to┬áportable backup power,95,G3,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
1001,"The installation does not have portable generators. Several portable generators have been requested. Of those, two could be dedicated to the main gate and fueling station, and the remainder could be made available for use for other facilities.",1,Lacking backup power,90,G3,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
1001,"The installation does not have portable generators. Several portable generators have been requested. Of those, two could be dedicated to the main gate and fueling station, and the remainder could be made available for use for other facilities.",4,Generator requires adequate sizing / testing,85,G3,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
1001,"The installation does not have portable generators. Several portable generators have been requested. Of those, two could be dedicated to the main gate and fueling station, and the remainder could be made available for use for other facilities.",3,Lacking┬ágenerator quick-connect tie-in connection,80,G3,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
1001,"The installation does not have portable generators. Several portable generators have been requested. Of those, two could be dedicated to the main gate and fueling station, and the remainder could be made available for use for other facilities.",60,Insufficient on-site storage capacity for critical resources,75,G3,_ALL INSTALLATION,Installation,Backup Power,DOBBINS ARB,FGWB,NULL
1002,The installation cannot sustain installation- or district-scale electricity supply for critical loads without a connection to the utility.,33,Requires Microgrid solution,95,G22,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
1002,The installation cannot sustain installation- or district-scale electricity supply for critical loads without a connection to the utility.,34,Lacking access to alternate / renewable electrical power source,90,G22,_ALL INSTALLATION,Installation,Power Distribution,DOBBINS ARB,FGWB,NULL
