prelim_gap_id,prelim_gap_description,gap_library_id,gap_library_description,relevancy_score,IEP Entry ID,Mission,Mission or Installation Wide,Resource Category,Installation(s),Installation_Cd,Gap_Or_Opportunity?,gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic,Installation,Strat_ID,Strategy / Capability,Scale,Impact_Potential,MSS3,% Impact_Potential,MAJCOM,Installation_Name,Million_BTU_FY24_AEPRR,Energy_Cost($),Total_Facility_SF,Building_Count,Combined_Relevency Score,Row_ID
1787,Adequate Electrical Transmission Condition  (Minor),39.0,Lacking electrical transmission distribution/connection systems,95.0,FEW25,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Not a Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",FE Warren,131,Installation Substation Interconnect (Back feeding),Installation,105.09541846403329,105.09541846403329,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,95.0,95
1801,Substation Hardening (Minor),57.0,Substation location presents vulnerabilities or access challenges,90.0,FEW12,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Gap,57,Substation location presents vulnerabilities or access challenges,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,650000.0,1600000.0,Enhanced backfeeding capability between installation substations. Includes specialized switchgear and protection.,FE Warren,131,Installation Substation Interconnect (Back feeding),Installation,105.09541846403329,105.09541846403329,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,90.0,96
1802,Substation Controls Upgrades (Minor),40.0,Lacking electrical transmission distribution controls,95.0,FEW11,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Gap,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),90.0,8.0,Industrial Control Systems (ICS) Cybersecurity,175000.0,450000.0,"Implementation of secure distribution control systems. Includes secure controllers, communications, and monitoring with advanced cybersecurity.",FE Warren,52,Installation-wide SCADA System (Energy),Installation,144.50521487932494,240.84202484704332,0.59999999988,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,85.5,97
1803,Submetering on Power Systems  (Minor),63.0,Lacking integration between different control systems,85.0,FEW9,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,63,Lacking integration between different control systems,90.0,52.0,Installation-wide SCADA System (Energy),90.0,8.0,Industrial Control Systems (ICS) Cybersecurity,150000.0,375000.0,"Secure integration of disparate energy control systems. Includes secure gateways, protocol converters, and monitoring with cybersecurity protections.",FE Warren,52,Installation-wide SCADA System (Energy),Installation,144.50521487932494,240.84202484704332,0.59999999988,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,76.5,98
1822,Installation Substation Interconnect (Back-Feeding)  (Major),64.0,Lacking substation interconnection/backfeed capabilities,98.0,FEW5,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,64,Lacking substation interconnection/backfeed capabilities,95.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,625000.0,1550000.0,Implementation of backfeeding capability between installation substations. Includes specialized switchgear and controls.,FE Warren,131,Installation Substation Interconnect (Back feeding),Installation,105.09541846403329,105.09541846403329,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,98.0,99
1823,Installation Microgrid (Major),33.0,Requires Microgrid solution,100.0,FEW4,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",FE Warren,127,Installation Microgrid,Installation,211.27749426578274,211.27749426578274,1.0,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,100.0,100
2212,Energy management is dependent on outside contractors.,18.0,Lacking or no access to adequate energy management / protocol / personnel / training,98.0,HILL6,_ALL INSTALLATION,Installation,Power,HILL AFB,KRSM,Resilience Gap,18,Lacking or no access to adequate energy management / protocol / personnel / training,80.0,49.0,Priority Load-Shedding Protocol,90.0,12.0,Microgrid,75000.0,200000.0,"Development and implementation of automated load shedding systems. Includes controllers, switchgear, monitoring, and integration with microgrid controls.",Hill,49,Priority Load-Shedding Protocol,Installation,66.66666666666667,88.8888889,0.7499999999062501,AFMC,HILL AFB,2318288.94474407,23348271.6214324,13155359.5,900,88.2,101
2214,Electricity demand forecasting capabilities are limited.,65.0,Lacking demand forecasting and resource planning capabilities,98.0,HILL4,_ALL INSTALLATION,Installation,Power,HILL AFB,KRSM,Resilience Gap,65,Lacking demand forecasting and resource planning capabilities,90.0,63.0,Energy Demand Management - Peaker Plant,95.0,10.0,Combustion Turbines (CT),500000.0,1200000.0,CT configured as a peaker plant with load forecasting and management systems. Includes advanced controls and grid integration.,Hill,63,Energy Demand Management - Peaker Plant,Installation,133.124397443834,133.124397443834,1.0,AFMC,HILL AFB,2318288.94474407,23348271.6214324,13155359.5,900,93.1,102
2283,The base-wide SCADA system is not fully implemented but is progressing as part of the privatization.,32.0,Lacking or no access to remote controls / operations,95.0,HILL5,_ALL INSTALLATION,Installation,Power,HILL AFB,KRSM,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),90.0,8.0,Industrial Control Systems (ICS) Cybersecurity,150000.0,400000.0,"Implementation of secure SCADA system for energy management. Includes secure remote access, monitoring, and control with cybersecurity protections.",Hill,52,Installation-wide SCADA System (Energy),Installation,300.6452073233441,400.86027633091044,0.7500000001874999,AFMC,HILL AFB,2318288.94474407,23348271.6214324,13155359.5,900,85.5,103
2299,Monitoring and metering capabilities are limited.,32.0,Lacking or no access to remote controls / operations,90.0,HILL3,_ALL INSTALLATION,Installation,Power,HILL AFB,KRSM,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),90.0,8.0,Industrial Control Systems (ICS) Cybersecurity,150000.0,400000.0,"Implementation of secure SCADA system for energy management. Includes secure remote access, monitoring, and control with cybersecurity protections.",Hill,52,Installation-wide SCADA System (Energy),Installation,300.6452073233441,400.86027633091044,0.7500000001874999,AFMC,HILL AFB,2318288.94474407,23348271.6214324,13155359.5,900,81.0,104
2456,"While there is grid monitoring at both substations and the capability to detect an outage through the WWTP's SCADA system, there are no control abilities.",32.0,Lacking or no access to remote controls / operations,98.0,G35,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,32,Lacking or no access to remote controls / operations,95.0,132.0,Remote Substation Controls / Operations,100.0,7.0,Substations,200000.0,500000.0,"Implementation of remote control systems for substations. Includes SCADA equipment, communications, and control hardware/software.",Hurlburt Field,132,Remote Substation Controls / Operations (Installation Level),Installation,96.23781901189109,160.39636505189776,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,98.0,105
2459,"While lines are all underground on base, underground lines have been hit by lightning.",37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,95.0,G32,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",Hurlburt Field,156,Water Distribution Hardening Strategies (Installation Level),Installation,73.3170731707317,146.6341463414634,0.5,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,90.25,106
2464,Whether the electrical distribution system has automatic sectionalizers to allow quick bypassing of faulted sections is unknown.,40.0,Lacking electrical transmission distribution controls,95.0,G29,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,40,Lacking electrical transmission distribution controls,95.0,132.0,Remote Substation Controls / Operations,100.0,7.0,Substations,250000.0,600000.0,Implementation of distribution control systems for substations. Includes automation equipment and control hardware/software.,Hurlburt Field,132,Remote Substation Controls / Operations (Installation Level),Installation,96.23781901189109,160.39636505189776,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,95.0,107
2465,Whether FP&LΓÇÖs overhead lines approaching the base are insulated is unknown.,37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,95.0,G33,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",Hurlburt Field,156,Water Distribution Hardening Strategies (Installation Level),Installation,73.3170731707317,146.6341463414634,0.5,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,90.25,108
2476,"The voltage regulator at the main substation has failed twice in the past 4 years, and the root cause of the failure is unknown.",17.0,Asset is aged / lacking adequate performance,95.0,G28,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",Hurlburt Field,123,Adequate Electrical Transmission Condition (Installation Level),Installation,164.9274727236184,274.8791212610065,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,80.75,109
2476,"The voltage regulator at the main substation has failed twice in the past 4 years, and the root cause of the failure is unknown.",17.0,Asset is aged / lacking adequate performance,95.0,G28,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",Hurlburt Field,123,Adequate Electrical Transmission Condition (Installation Level),Installation,164.9274727236184,274.8791212610065,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,80.75,110
2485,The installation does not have sufficient staff available to proactively monitor and control the grid monitoring system.,32.0,Lacking or no access to remote controls / operations,85.0,G34,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,32,Lacking or no access to remote controls / operations,95.0,132.0,Remote Substation Controls / Operations,100.0,7.0,Substations,200000.0,500000.0,"Implementation of remote control systems for substations. Includes SCADA equipment, communications, and control hardware/software.",Hurlburt Field,132,Remote Substation Controls / Operations (Installation Level),Installation,96.23781901189109,160.39636505189776,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,85.0,111
2508,"Substations are not currently interconnected; however, each substation is capable of feeding the entire installation. Interconnection of substations has been evaluated and is feasible, but a scheduled outage would be required to make the connection.",39.0,Lacking electrical transmission distribution/connection systems,95.0,G31,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,450000.0,1100000.0,"New transmission systems with power quality features. Includes filtering, regulation, and monitoring equipment.",Hurlburt Field,123,Adequate Electrical Transmission Condition (Installation Level),Installation,164.9274727236184,274.8791212610065,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,80.75,112
2508,"Substations are not currently interconnected; however, each substation is capable of feeding the entire installation. Interconnection of substations has been evaluated and is feasible, but a scheduled outage would be required to make the connection.",39.0,Lacking electrical transmission distribution/connection systems,95.0,G31,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,650000.0,1600000.0,"New transmission systems serving building's substation. Includes high-voltage equipment, structures, and termination equipment.",Hurlburt Field,123,Adequate Electrical Transmission Condition (Installation Level),Installation,164.9274727236184,274.8791212610065,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,80.75,113
2512,"Security cameras, intrusion detection system (IDS), gate arms and gate shacks, and pop-up barriers do not have backup power",37.0,Lacking┬á or no access to┬á hardening / safety or security improvements,90.0,G1,_ALL INSTALLATION,Installation,Backup Power,HURLBURT AFB,FTEV,,37,Lacking or no access to hardening / safety or security improvements,95.0,156.0,Water Distribution Hardening Strategies,95.0,22.0,Water System Resilience Infrastructure,27833.3333,93333.3333,"Allocated cost per building (~135) for developing system-wide protocol, communication plan, potentially integrating alerts into existing systems. Primarily planning/admin cost.",Hurlburt Field,156,Water Distribution Hardening Strategies (Installation Level),Installation,73.3170731707317,146.6341463414634,0.5,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,85.5,114
2520,"No microgrid is in place at the installation, although there were discussions during the ERRE regarding implementation of a microgrid at a building-scale or complex scale (a few buildings).",34.0,Lacking access to alternate / renewable electrical power source,90.0,G30,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,34,Lacking access to alternate / renewable electrical power source,95.0,79.0,Access to Alternate/Renewable Generation during an Outage,95.0,12.0,Microgrid,350000.0,900000.0,"Integration of renewable generation with islanding capabilities within microgrid framework. Includes generation equipment, storage, and controls.",Hurlburt Field,79,Access to Alternate/Renewable Generation during an Outage,Installation,92.45351600589585,92.45351600589585,1.0,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,85.5,115
2537,"Corrosion has been an issue for electrical distribution equipment, given the installationΓÇÖs coastal climate. Distribution transformer enclosures are specified to be stainless steel to limit corrosion, but oftentimes the enclosures provided are constructed of materials with less corrosion resistance than that of stainless steel. Switches and equipment have caused feeder failures, and the root causes of these failures are unknown.",17.0,Asset is aged / lacking adequate performance,95.0,G27,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",Hurlburt Field,123,Adequate Electrical Transmission Condition (Installation Level),Installation,164.9274727236184,274.8791212610065,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,80.75,116
2537,"Corrosion has been an issue for electrical distribution equipment, given the installationΓÇÖs coastal climate. Distribution transformer enclosures are specified to be stainless steel to limit corrosion, but oftentimes the enclosures provided are constructed of materials with less corrosion resistance than that of stainless steel. Switches and equipment have caused feeder failures, and the root causes of these failures are unknown.",17.0,Asset is aged / lacking adequate performance,95.0,G27,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",Hurlburt Field,123,Adequate Electrical Transmission Condition (Installation Level),Installation,164.9274727236184,274.8791212610065,0.59999999988,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,80.75,117
2720,The Firth Sterling Gate requires power for the automated gate. There is no backup power capability.,2.0,Lacking┬á access to┬áportable backup power,80.0,I-G2,_ALL INSTALLATION,Installation,Backup Power,JB ANACOSTIA-BOLLING,JBAB,Resilience Gap,2,Lacking access to portable backup power,75.0,19.0,Backup Generator Refueling Logistics,85.0,11.0,Generator Reliability,75000.0,200000.0,"Infrastructure for portable generator connections with enhanced reliability. Includes connection points, fuel logistics, and testing protocols.",JBAB,19,Backup Generator Refueling Logistics,Installation,368.1122215347425,613.5203693472749,0.59999999988,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,68.0,118
2731,NSF Anacostia and Bolling AFB electrical distribution systems are not tied together.,39.0,Lacking electrical transmission distribution/connection systems,95.0,I-G29,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Opportunity,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,450000.0,1100000.0,"New transmission systems with power quality features. Includes filtering, regulation, and monitoring equipment.",JBAB,123,Adequate Electrical Transmission Condition (Installation Level),Installation,143.69036870338792,287.380737478621,0.4999999998750001,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,80.75,119
2731,NSF Anacostia and Bolling AFB electrical distribution systems are not tied together.,39.0,Lacking electrical transmission distribution/connection systems,95.0,I-G29,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Opportunity,39,Lacking electrical transmission distribution/connection systems,95.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,650000.0,1600000.0,"New transmission systems serving building's substation. Includes high-voltage equipment, structures, and termination equipment.",JBAB,123,Adequate Electrical Transmission Condition (Installation Level),Installation,143.69036870338792,287.380737478621,0.4999999998750001,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,80.75,120
2736,Military gas station (B365) does not have a permanent generator or a portable generator assigned.,2.0,Lacking┬á access to┬áportable backup power,90.0,I-G1,_ALL INSTALLATION,Installation,Backup Power,JB ANACOSTIA-BOLLING,JBAB,Resilience Gap,2,Lacking access to portable backup power,75.0,19.0,Backup Generator Refueling Logistics,85.0,11.0,Generator Reliability,75000.0,200000.0,"Infrastructure for portable generator connections with enhanced reliability. Includes connection points, fuel logistics, and testing protocols.",JBAB,19,Backup Generator Refueling Logistics,Installation,368.1122215347425,613.5203693472749,0.59999999988,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,76.5,121
2746,"In place, but the automation is not functional. Controls and programming are needed, and phasing issues need to be corrected.",47.0,"Requirements are inadequately manual, automated / modernized system is needed",90.0,I-G30,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",90.0,139.0,Installation-wide SCADA System (Wastewater),100.0,21.0,Water System Management & Monitoring,38333.3333,125000.0,Same logic as Gap 63/Strategy 139. Higher range reflects complexity of integrating multiple disparate water-related controls at building level into new SCADA during retrofit.,JBAB,139,Installation-wide SCADA System (Wastewater),Installation,190.6610347104493,190.6610347104493,1.0,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,90.0,122
2748,Existing portable generator inventory needs additional smaller (less than 20-kW) generators.,2.0,Lacking┬á access to┬áportable backup power,95.0,I-G3,_ALL INSTALLATION,Installation,Backup Power,JB ANACOSTIA-BOLLING,JBAB,Resilience Gap,2,Lacking access to portable backup power,75.0,19.0,Backup Generator Refueling Logistics,85.0,11.0,Generator Reliability,75000.0,200000.0,"Infrastructure for portable generator connections with enhanced reliability. Includes connection points, fuel logistics, and testing protocols.",JBAB,19,Backup Generator Refueling Logistics,Installation,368.1122215347425,613.5203693472749,0.59999999988,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,80.75,123
2753,Current PV would not support existing critical loads. Would need to add generation and make additional distribution system improvements.,33.0,Requires Microgrid solution,90.0,I-G31,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JBAB,127,Installation Microgrid,Installation,420.42750327922386,420.42750327922386,1.0,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,90.0,124
2760,Aged transformers (more than 40 years old).,17.0,Asset is aged / lacking adequate performance,98.0,I-G28,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,14.0,Power Quality,400000.0,1000000.0,"Transmission system upgrades with power quality focus. Includes conditioning equipment, regulators, and monitoring.",JBAB,123,Adequate Electrical Transmission Condition (Installation Level),Installation,143.69036870338792,287.380737478621,0.4999999998750001,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,83.3,125
2760,Aged transformers (more than 40 years old).,17.0,Asset is aged / lacking adequate performance,98.0,I-G28,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Gap,17,Asset is aged / lacking adequate performance,85.0,123.0,Adequate Electrical Transmission Condition,85.0,7.0,Substations,600000.0,1500000.0,"Upgrades to aged transmission equipment serving building's substation. Includes conductors, structures, and termination equipment.",JBAB,123,Adequate Electrical Transmission Condition (Installation Level),Installation,143.69036870338792,287.380737478621,0.4999999998750001,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,83.3,126
2821,"An installation microgrid is desired, but not in place.",33.0,Requires Microgrid solution,98.0,JBA10,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JB Andrews,127,Installation Microgrid,Installation,299.1277987189123,299.1277987189123,1.0,AFDW,JB ANDREWS,464049.37688646,11057615.5020173,6082490.0,357,98.0,127
2821,"An installation microgrid is desired, but not in place.",33.0,Requires Microgrid solution,98.0,JBA10,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,33,Requires Microgrid solution,95.0,127.0,Installation Microgrid,100.0,12.0,Microgrid,500000.0,1500000.0,"Building-specific microgrid implementation. Includes local generation, storage, controls, and grid interconnection capabilities.",JB Andrews,127,Installation Microgrid,Installation,299.1277987189123,299.1277987189123,1.0,ANG,JB ANDREWS (ANG),30149.06,815044.5,6082490.0,357,98.0,128
2823,"Alternative/renewable energy sources are desired, but are not in place.",34.0,Lacking access to alternate / renewable electrical power source,98.0,JBA9,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,34,Lacking access to alternate / renewable electrical power source,95.0,79.0,Access to Alternate/Renewable Generation during an Outage,95.0,12.0,Microgrid,350000.0,900000.0,"Integration of renewable generation with islanding capabilities within microgrid framework. Includes generation equipment, storage, and controls.",JB Andrews,79,Access to Alternate/Renewable Generation during an Outage,Installation,42.047781966004685,42.047781966004685,1.0,AFDW,JB ANDREWS,464049.37688646,11057615.5020173,6082490.0,357,93.1,129
2823,"Alternative/renewable energy sources are desired, but are not in place.",34.0,Lacking access to alternate / renewable electrical power source,98.0,JBA9,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,34,Lacking access to alternate / renewable electrical power source,95.0,79.0,Access to Alternate/Renewable Generation during an Outage,95.0,12.0,Microgrid,350000.0,900000.0,"Integration of renewable generation with islanding capabilities within microgrid framework. Includes generation equipment, storage, and controls.",JB Andrews,79,Access to Alternate/Renewable Generation during an Outage,Installation,42.047781966004685,42.047781966004685,1.0,ANG,JB ANDREWS (ANG),30149.06,815044.5,6082490.0,357,93.1,130
2832,A single installation substation is connected to a single PEPCO power station. ,64.0,Lacking substation interconnection/backfeed capabilities,95.0,JBA1,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Gap,64,Lacking substation interconnection/backfeed capabilities,95.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,625000.0,1550000.0,Implementation of backfeeding capability between installation substations. Includes specialized switchgear and controls.,JB Andrews,131,Installation Substation Interconnect (Back feeding),Installation,162.2458717118911,162.2458717118911,1.0,AFDW,JB ANDREWS,464049.37688646,11057615.5020173,6082490.0,357,95.0,131
2832,A single installation substation is connected to a single PEPCO power station. ,64.0,Lacking substation interconnection/backfeed capabilities,95.0,JBA1,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Gap,64,Lacking substation interconnection/backfeed capabilities,95.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,625000.0,1550000.0,Implementation of backfeeding capability between installation substations. Includes specialized switchgear and controls.,JB Andrews,131,Installation Substation Interconnect (Back feeding),Installation,162.2458717118911,162.2458717118911,1.0,ANG,JB ANDREWS (ANG),30149.06,815044.5,6082490.0,357,95.0,132
2833,A secondary transmission feeder that is physically separated from the main feeder is needed. ,39.0,Lacking electrical transmission distribution/connection systems,95.0,JBA2,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",JB Andrews,131,Installation Substation Interconnect (Back feeding),Installation,162.2458717118911,162.2458717118911,1.0,AFDW,JB ANDREWS,464049.37688646,11057615.5020173,6082490.0,357,95.0,133
2833,A secondary transmission feeder that is physically separated from the main feeder is needed. ,39.0,Lacking electrical transmission distribution/connection systems,95.0,JBA2,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Gap,39,Lacking electrical transmission distribution/connection systems,85.0,131.0,Installation Substation Interconnect (Backfeeding),100.0,7.0,Substations,600000.0,1500000.0,"Implementation of backfeeding capability between installation substations. Includes switchgear, controls, and protection equipment.",JB Andrews,131,Installation Substation Interconnect (Back feeding),Installation,162.2458717118911,162.2458717118911,1.0,ANG,JB ANDREWS (ANG),30149.06,815044.5,6082490.0,357,95.0,134
2864,Substation vulnerability assessment is needed to develop and implement hardening.,25.0,Lacking vulnerability / resiliency / adequacy assessment,98.0,JBA4,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,25,Lacking vulnerability / resiliency / adequacy assessment,95.0,157.0,Water Vulnerability/Resiliency Assessment,95.0,21.0,Water System Management & Monitoring,9250.0,23166.6667,Same logic as Gap 36/Strategy 88. Cost per building for the physical wastewater connection retrofit.,JB Andrews,157,Water Vulnerability/Resiliency Assessment,Installation,147.02188911724255,147.02188911724255,1.0,AFDW,JB ANDREWS,464049.37688646,11057615.5020173,6082490.0,357,93.1,135
2864,Substation vulnerability assessment is needed to develop and implement hardening.,25.0,Lacking vulnerability / resiliency / adequacy assessment,98.0,JBA4,_ALL INSTALLATION,Installation,Power,JB ANDREWS,AJXF,Resilience Opportunity,25,Lacking vulnerability / resiliency / adequacy assessment,95.0,157.0,Water Vulnerability/Resiliency Assessment,95.0,21.0,Water System Management & Monitoring,9250.0,23166.6667,Same logic as Gap 36/Strategy 88. Cost per building for the physical wastewater connection retrofit.,JB Andrews,157,Water Vulnerability/Resiliency Assessment,Installation,147.02188911724255,147.02188911724255,1.0,ANG,JB ANDREWS (ANG),30149.06,815044.5,6082490.0,357,93.1,136
