prelim_gap_id,prelim_gap_description,gap_library_id,gap_library_description,relevancy_score,IEP Entry ID,Mission,Mission or Installation Wide,Resource Category,Installation(s),Installation_Cd,Gap_Or_Opportunity?,gap_id,Problem,GapToStrat_relatedness_score,strategy_id,General Solution Description ,TechToStrat_relevancy_score,technology_id,Technology,Cost Per Building Low ($),Cost Per Building High ($),Cost Estimation Logic,Installation,Strat_ID,Strategy / Capability,Scale,Impact_Potential,MSS3,% Impact_Potential,MAJCOM,Installation_Name,Million_BTU_FY24_AEPRR,Energy_Cost($),Total_Facility_SF,Building_Count,Combined_Relevency Score,Row_ID
1803,Submetering on Power Systems  (Minor),63.0,Lacking integration between different control systems,85.0,FEW9,_ALL INSTALLATION,Installation,Power,FRANCIS E. WARREN AFB,GHLN,Resilience Opportunity,63,Lacking integration between different control systems,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,475000.0,"Comprehensive integration of control systems within microgrid SCADA. Includes gateways, protocol converters, and unified management platform.",FE Warren,52,Installation-wide SCADA System (Energy),Installation,144.50521487932494,240.84202484704332,0.59999999988,AFGSC,FRANCIS E WARREN AFB,303479.96835984,4539936.32792259,3551027.0,454,72.25,43
2464,Whether the electrical distribution system has automatic sectionalizers to allow quick bypassing of faulted sections is unknown.,40.0,Lacking electrical transmission distribution controls,95.0,G29,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Hurlburt Field,52,Installation-wide SCADA System (Energy),Installation,144.35672851783664,144.35672851783664,1.0,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,80.75,44
2508,"Substations are not currently interconnected; however, each substation is capable of feeding the entire installation. Interconnection of substations has been evaluated and is feasible, but a scheduled outage would be required to make the connection.",40.0,Lacking electrical transmission distribution controls,80.0,G31,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Hurlburt Field,52,Installation-wide SCADA System (Energy),Installation,144.35672851783664,144.35672851783664,1.0,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,68.0,45
2456,"While there is grid monitoring at both substations and the capability to detect an outage through the WWTP's SCADA system, there are no control abilities.",32.0,Lacking or no access to remote controls / operations,98.0,G35,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Hurlburt Field,52,Installation-wide SCADA System (Energy),Installation,144.35672851783664,144.35672851783664,1.0,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,83.3,46
2485,The installation does not have sufficient staff available to proactively monitor and control the grid monitoring system.,32.0,Lacking or no access to remote controls / operations,85.0,G34,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Hurlburt Field,52,Installation-wide SCADA System (Energy),Installation,144.35672851783664,144.35672851783664,1.0,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,72.25,47
2476,"The voltage regulator at the main substation has failed twice in the past 4 years, and the root cause of the failure is unknown.",58.0,Lacking adequate diagnostic capabilities/equipment for system failures,85.0,G28,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,58,Lacking adequate diagnostic capabilities/equipment for system failures,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,150000.0,350000.0,"Enhanced diagnostic capabilities within microgrid SCADA. Includes advanced sensors, fault location systems, and analytical tools.",Hurlburt Field,52,Installation-wide SCADA System (Energy),Installation,144.35672851783664,144.35672851783664,1.0,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,72.25,48
2537,"Corrosion has been an issue for electrical distribution equipment, given the installationΓÇÖs coastal climate. Distribution transformer enclosures are specified to be stainless steel to limit corrosion, but oftentimes the enclosures provided are constructed of materials with less corrosion resistance than that of stainless steel. Switches and equipment have caused feeder failures, and the root causes of these failures are unknown.",58.0,Lacking adequate diagnostic capabilities/equipment for system failures,75.0,G27,_ALL INSTALLATION,Installation,Power Distribution,HURLBURT AFB,FTEV,,58,Lacking adequate diagnostic capabilities/equipment for system failures,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,150000.0,350000.0,"Enhanced diagnostic capabilities within microgrid SCADA. Includes advanced sensors, fault location systems, and analytical tools.",Hurlburt Field,52,Installation-wide SCADA System (Energy),Installation,144.35672851783664,144.35672851783664,1.0,AFSOC,HURLBURT FIELD,488573.580684,11278575.78,4968013.0,395,63.75,49
2746,"In place, but the automation is not functional. Controls and programming are needed, and phasing issues need to be corrected.",40.0,Lacking electrical transmission distribution controls,95.0,I-G30,_ALL INSTALLATION,Installation,Power Distribution,JB ANACOSTIA-BOLLING,JBAB,Resilience Opportunity,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",JBAB,52,Installation-wide SCADA System (Energy),Installation,190.6610347104493,190.6610347104493,1.0,AFDW,JB ANACOSTIA BOLLING,328952.995255747,14434783.527,4722006.0,216,80.75,50
3114,Currently no monitoring or control.,32.0,Lacking or no access to remote controls / operations,96.0,NWS-G31,_ALL INSTALLATION,Installation,Power Distribution,JB CHARLESTON,DKFX,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",JB Charleston - AB,52,Installation-wide SCADA System (Energy),Installation,55.6561982964234,83.484297416807,0.6666666668888889,AMC,JB CHARLESTON,733367.41014811,16496671.0222854,8571285.5,901,81.6,51
3397,Lack of automatic sectionalizers on distribution lines.,40.0,Lacking electrical transmission distribution controls,98.0,JBLE128,_ALL INSTALLATION,Installation,Power,JOINT BASE LANGLEY-EUSTIS,MUHJ,Resilience Gap,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",JBLE-Eustis,52,Installation-wide SCADA System (Energy),Installation,208.76620842857193,347.94368078387527,0.5999999998800001,ACC,JB LANGLEY EUSTIS,928809.61505,23387675.4997165,11738615.0,656,83.3,52
3230,Insufficient SCADA system (energy).,32.0,Lacking or no access to remote controls / operations,95.0,JBLE125,_ALL INSTALLATION,Installation,Power,JOINT BASE LANGLEY-EUSTIS,MUHJ,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",JBLE-Eustis,52,Installation-wide SCADA System (Energy),Installation,208.76620842857193,347.94368078387527,0.5999999998800001,ACC,JB LANGLEY EUSTIS,928809.61505,23387675.4997165,11738615.0,656,80.75,53
3238,Incomplete EMCS systems (80 percent of buildings). ,32.0,Lacking or no access to remote controls / operations,85.0,JBLE2,_ALL INSTALLATION,Installation,Power,JOINT BASE LANGLEY-EUSTIS,MUHJ,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",JBLE-Eustis,52,Installation-wide SCADA System (Energy),Installation,208.76620842857193,347.94368078387527,0.5999999998800001,ACC,JB LANGLEY EUSTIS,928809.61505,23387675.4997165,11738615.0,656,72.25,54
3447,Installation lacks remote capability to monitor the operations of substations located on-site. (Remote Substation Monitoring and Controls),32.0,Lacking or no access to remote controls / operations,98.0,MDL25,_ALL INSTALLATION,Installation,Power Distribution,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),PTFL,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",JBMDL,52,Installation-wide SCADA System (Energy),Installation,271.9284177085468,271.9284177085468,1.0,AMC,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),727135.937089461,13871686.76588,14435838.51,1133,83.3,55
3447,Installation lacks remote capability to monitor the operations of substations located on-site. (Remote Substation Monitoring and Controls),32.0,Lacking or no access to remote controls / operations,98.0,MDL25,_ALL INSTALLATION,Installation,Power Distribution,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),PTFL,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",JBMDL,52,Installation-wide SCADA System (Energy),Installation,271.9284177085468,271.9284177085468,1.0,ANG,JB MCGUIRE-DIX-LAKEHURST,52999.7763590455,1345521.39,14435838.51,1133,83.3,56
3448,Installation lacks remote capability to control the operations of substations located on-site. (Remote Substation Controls / Operations),32.0,Lacking or no access to remote controls / operations,98.0,MDL24,_ALL INSTALLATION,Installation,Power Distribution,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),PTFL,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",JBMDL,52,Installation-wide SCADA System (Energy),Installation,271.9284177085468,271.9284177085468,1.0,AMC,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),727135.937089461,13871686.76588,14435838.51,1133,83.3,57
3448,Installation lacks remote capability to control the operations of substations located on-site. (Remote Substation Controls / Operations),32.0,Lacking or no access to remote controls / operations,98.0,MDL24,_ALL INSTALLATION,Installation,Power Distribution,JOINT BASE MCGUIRE-DIX-LAKEHURST (JBMDL),PTFL,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",JBMDL,52,Installation-wide SCADA System (Energy),Installation,271.9284177085468,271.9284177085468,1.0,ANG,JB MCGUIRE-DIX-LAKEHURST,52999.7763590455,1345521.39,14435838.51,1133,83.3,58
3585,"The new microgrid project will include an upgraded electrical SCADA system to monitor and control the new switch gear, switch houses, and eight other switches throughout the installation.",32.0,Lacking or no access to remote controls / operations,98.0,G26,_ALL INSTALLATION,Installation,Power Distribution,KADENA AB,LXEZ,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Kadena AB,52,Installation-wide SCADA System (Energy),Installation,302.03298735752844,402.71064970936027,0.7500000001875,PACAF,KADENA AB,1029293.837762,58648615.3899,7082424.37,1703,83.3,59
3908,Lack of SCADA preventsremote monitoring.,32.0,Lacking or no access to remote controls / operations,98.0,KIR22,_ALL INSTALLATION,Installation,Power Distribution,KIRTLAND AFB,MHMV,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Kirtland,52,Installation-wide SCADA System (Energy),Installation,372.0291206173761,372.0291206173761,1.0,AFGSC,KIRTLAND AFB,831184.0,10355065.29,8006008.63,711,83.3,60
3908,Lack of SCADA preventsremote monitoring.,32.0,Lacking or no access to remote controls / operations,98.0,KIR22,_ALL INSTALLATION,Installation,Power Distribution,KIRTLAND AFB,MHMV,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Kirtland,52,Installation-wide SCADA System (Energy),Installation,372.0291206173761,372.0291206173761,1.0,ANG,KIRTLAND AFB (ANG),20055.02,294137.95,8006008.63,711,83.3,61
4352,The Base does not have automatic sectionalizing switches,47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,G29,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Luke,52,Installation-wide SCADA System (Energy),Installation,109.34825140621179,109.34825140621179,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.75,62
4344,There is no SCADA on the military portion of the substation.,32.0,Lacking or no access to remote controls / operations,95.0,G23,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Luke,52,Installation-wide SCADA System (Energy),Installation,109.34825140621179,109.34825140621179,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.75,63
4345,There is no SCADA on the military portion of the substation.,32.0,Lacking or no access to remote controls / operations,95.0,G24,_ALL INSTALLATION,Installation,Power Distribution,LUKE AFB,NUEX,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Luke,52,Installation-wide SCADA System (Energy),Installation,109.34825140621179,109.34825140621179,1.0,AETC,LUKE AFB,265750.2312172,6285545.12572096,4253396.08,417,80.75,64
5257,There is no control capability.,32.0,Lacking or no access to remote controls / operations,98.0,MTH19,_ALL INSTALLATION,Installation,Power Distribution,MOUNTAIN HOME AFB,QYZH,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Mt Home,52,Installation-wide SCADA System (Energy),Installation,220.2081433115321,367.01357225928956,0.59999999988,ACC,MOUNTAIN HOME AFB,322083.384649954,5029598.87874515,2897324.0,279,83.3,65
5261,There are no alerts/callouts through the existing system. There is monitoring capability within the substation that can be monitored at the CE shop.,32.0,Lacking or no access to remote controls / operations,90.0,MTH20,_ALL INSTALLATION,Installation,Power Distribution,MOUNTAIN HOME AFB,QYZH,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Mt Home,52,Installation-wide SCADA System (Energy),Installation,220.2081433115321,367.01357225928956,0.59999999988,ACC,MOUNTAIN HOME AFB,322083.384649954,5029598.87874515,2897324.0,279,76.5,66
5522,"Automatic transfer switches(ATSs) are not in place or are nonfunctional, requiring a manual reboot after outages.",47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,NEL2,_ALL INSTALLATION,Installation,Power,NELLIS AFB,RKMF,Resilience Gap,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Nellis,52,Installation-wide SCADA System (Energy),Installation,331.1860022353729,441.5813362034351,0.7500000001875001,ACC,NELLIS AFB,775576.226317314,17186119.686,6790823.0,676,80.75,67
5791,"Switching operations are manual inside the substations, and outages happen in sections because personnel are continuously trying to manually backfeed other sections.",47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,G20,_ALL INSTALLATION,Installation,Power Distribution,OSAN AB,SMYU,Resilience Gap,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Osan Air Base,52,Installation-wide SCADA System (Energy),Installation,176.1582683756004,176.1582683756004,1.0,PACAF,OSAN AB,534874.0259866,15029488.7779641,7320631.0,713,80.75,68
5827,Outages frequently occur from the distribution system due to the age and condition of the infrastructure.,56.0,Lacking comprehensive outage history tracking and analysis system,75.0,G21,_ALL INSTALLATION,Installation,Power Distribution,OSAN AB,SMYU,Not a Gap,56,Lacking comprehensive outage history tracking and analysis system,80.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,125000.0,300000.0,"Implementation of outage tracking and analysis within microgrid SCADA. Includes data collection, storage, and analytical tools.",Osan Air Base,52,Installation-wide SCADA System (Energy),Installation,176.1582683756004,176.1582683756004,1.0,PACAF,OSAN AB,534874.0259866,15029488.7779641,7320631.0,713,63.75,69
5923,Backfeeding requires manual switching,47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,PAT1,_ALL INSTALLATION,Installation,Power,PATRICK SFB,SXHT,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Patrick,52,Installation-wide SCADA System (Energy),Installation,99.35979163930182,99.35979163930182,1.0,SSC,PATRICK SFB,690133.862066666,16206518.67,7470860.0,889,80.75,70
5906,No SCADA on power systems,32.0,Lacking or no access to remote controls / operations,95.0,PAT5,_ALL INSTALLATION,Installation,Power,PATRICK SFB,SXHT,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Patrick,52,Installation-wide SCADA System (Energy),Installation,99.35979163930182,99.35979163930182,1.0,SSC,PATRICK SFB,690133.862066666,16206518.67,7470860.0,889,80.75,71
6372,"No high-voltage rings are open-switch type, which will trip half a high-voltage ring, should a fault occur. This requires fault-finding procedures and reset via the authorized person. Multiple substations would lose supply (four open high-voltage rings on site) if a fault occurs beyond a high-voltage cable fault or single fault",40.0,Lacking electrical transmission distribution controls,95.0,G24,_ALL INSTALLATION,Installation,Power Distribution,RAF MILDENHALL,QFQE,,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",RAF Mildenhall,52,Installation-wide SCADA System (Energy),Installation,251.8996011146541,251.8996011146541,1.0,USAFE,RAF MILDENHALL,234517.191405576,10828009.1320982,1684945.0,252,80.75,72
6314,"When a fault occurs, sectionalizing is done manually",47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,G25,_ALL INSTALLATION,Installation,Power Distribution,RAF MILDENHALL,QFQE,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",RAF Mildenhall,52,Installation-wide SCADA System (Energy),Installation,251.8996011146541,251.8996011146541,1.0,USAFE,RAF MILDENHALL,234517.191405576,10828009.1320982,1684945.0,252,80.75,73
6337,The lack of SCADA limits the ability to remotely monitor,32.0,Lacking or no access to remote controls / operations,95.0,G28,_ALL INSTALLATION,Installation,Power Distribution,RAF MILDENHALL,QFQE,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",RAF Mildenhall,52,Installation-wide SCADA System (Energy),Installation,251.8996011146541,251.8996011146541,1.0,USAFE,RAF MILDENHALL,234517.191405576,10828009.1320982,1684945.0,252,80.75,74
6338,The lack of SCADA limits the ability to remotely monitor,32.0,Lacking or no access to remote controls / operations,95.0,G29,_ALL INSTALLATION,Installation,Power Distribution,RAF MILDENHALL,QFQE,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",RAF Mildenhall,52,Installation-wide SCADA System (Energy),Installation,251.8996011146541,251.8996011146541,1.0,USAFE,RAF MILDENHALL,234517.191405576,10828009.1320982,1684945.0,252,80.75,75
7076,"Currently, there is no remote monitoring of substation.",32.0,Lacking or no access to remote controls / operations,95.0,G21,_ALL INSTALLATION,Installation,Power Distribution,SEYMOUR-JOHNSON AFB,VKAG,,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Seymour Johnson,52,Installation-wide SCADA System (Energy),Installation,239.94307080254944,479.8861417250704,0.49999999987500005,ACC,SEYMOUR JOHNSON AFB,258279.1296776,5043775.65758719,3253164.0,338,80.75,76
7584,"In a short-circuit fault condition along the main feeder line, the feeder will trip at the substation and will remain out until operators can identify the faulted section, manually switch around to isolate the faulted section, and restore the feeder. In theworst-case scenario, this can take several hours to complete, causing an unnecessary outage to all thefacilities connected to that feeder.",40.0,Lacking electrical transmission distribution controls,95.0,TRV19,_ALL INSTALLATION,Installation,Power Distribution,TRAVIS AFB,XDAT,Resilience Gap,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Travis,52,Installation-wide SCADA System (Energy),Installation,143.40566042323323,191.20754718317576,0.7500000001874999,AMC,TRAVIS AFB,388112.406938489,12097679.3876227,6568111.0,364,80.75,77
7572,Manual switching is time consuming. Switch 1A-24 is still inside aUG vault and poses some safety concerns for manual operations.,47.0,"Requirements are inadequately manual, automated / modernized system is needed",95.0,TRV21,_ALL INSTALLATION,Installation,Power Distribution,TRAVIS AFB,XDAT,Resilience Opportunity,47,"Requirements are inadequately manual, automated / modernized system is needed",95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,250000.0,600000.0,"Comprehensive modernization with SCADA systems. Includes controllers, sensors, communications, software, and integration with microgrid systems.",Travis,52,Installation-wide SCADA System (Energy),Installation,143.40566042323323,191.20754718317576,0.7500000001874999,AMC,TRAVIS AFB,388112.406938489,12097679.3876227,6568111.0,364,80.75,78
7536,There are no remote operation capabilities from the CLP operations center for existing substations.,32.0,Lacking or no access to remote controls / operations,95.0,TRV23,_ALL INSTALLATION,Installation,Power Distribution,TRAVIS AFB,XDAT,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Travis,52,Installation-wide SCADA System (Energy),Installation,143.40566042323323,191.20754718317576,0.7500000001874999,AMC,TRAVIS AFB,388112.406938489,12097679.3876227,6568111.0,364,80.75,79
7716,Upgrade base SCADA system (energy),32.0,Lacking or no access to remote controls / operations,95.0,VAN6,_ALL INSTALLATION,Installation,Power,VANDENBERG SFB,XUMU,Resilience Opportunity,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Vandenberg,52,Installation-wide SCADA System (Energy),Installation,125.73667389382724,167.64889848319075,0.7500000001875001,SSC,VANDENBERG SFB,577265.249597805,25992280.242816,6270484.0,586,80.75,80
7724,Remote substation controls/operations,32.0,Lacking or no access to remote controls / operations,95.0,VAN8,_ALL INSTALLATION,Installation,Power,VANDENBERG SFB,XUMU,Resilience Gap,32,Lacking or no access to remote controls / operations,95.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,200000.0,500000.0,"Secure SCADA implementation integrated with microgrid controls. Includes secure remote access, monitoring, and control capabilities.",Vandenberg,52,Installation-wide SCADA System (Energy),Installation,125.73667389382724,167.64889848319075,0.7500000001875001,SSC,VANDENBERG SFB,577265.249597805,25992280.242816,6270484.0,586,80.75,81
7930,"Substation alerts, controls and rerouting capabilities have room for improvement",40.0,Lacking electrical transmission distribution controls,95.0,WP3,_ALL INSTALLATION,Installation,Power,WRIGHT-PATTERSON AFB,ZHTV,Resilience Opportunity,40,Lacking electrical transmission distribution controls,90.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,225000.0,550000.0,"Comprehensive SCADA system for microgrid distribution control. Includes controllers, sensors, communications, and management software.",Wright Patterson,52,Installation-wide SCADA System (Energy),Installation,282.3493223649054,470.58220403562547,0.59999999988,AFMC,WRIGHT PATTERSON AFB,2594045.58262434,34414989.676644,16551138.02,595,80.75,82
5972,Power and fuel vulnerability assessment.  (Major),58.0,Lacking adequate diagnostic capabilities/equipment for system failures,80.0,PET5,_ALL INSTALLATION,Installation,Power,PETERSON SFB,TDKA,Not a Gap,58,Lacking adequate diagnostic capabilities/equipment for system failures,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,150000.0,350000.0,"Enhanced diagnostic capabilities within microgrid SCADA. Includes advanced sensors, fault location systems, and analytical tools.",Peterson,52,Installation-wide SCADA System (Energy),Installation,151.0973802739452,151.0973802739452,1.0,SPOC,PETERSON SFB,1231514.48179127,31116650.0580566,6053138.0,397,68.0,83
6000,Electrical system failure forensics capacity. (Major),58.0,Lacking adequate diagnostic capabilities/equipment for system failures,95.0,PET1,_ALL INSTALLATION,Installation,Power,PETERSON SFB,TDKA,Not a Gap,58,Lacking adequate diagnostic capabilities/equipment for system failures,85.0,52.0,Installation-wide SCADA System (Energy),85.0,12.0,Microgrid,150000.0,350000.0,"Enhanced diagnostic capabilities within microgrid SCADA. Includes advanced sensors, fault location systems, and analytical tools.",Peterson,52,Installation-wide SCADA System (Energy),Installation,151.0973802739452,151.0973802739452,1.0,SPOC,PETERSON SFB,1231514.48179127,31116650.0580566,6053138.0,397,80.75,84
